PRVDR_CTGRY_SBTYP_CD,PRVDR_CTGRY_CD,FAC_NAME,PRVDR_NUM,STATE_CD,PGM_TRMNTN_CD,ZIP_CD,Year
1.0,1,FRANKLIN WOODS COMMUNITY HOSPITAL,440184,TN,0,37604.0,
1.0,1,TENNOVA HEALTHCARE-CLEVELAND,440185,TN,0,37311.0,
1.0,1,(CLOSED) RIVERVIEW REGIONAL MEDICAL CENTER NORTH,440186,TN,1,37030.0,
1.0,1,LIVINGSTON REGIONAL HOSPITAL,440187,TN,0,38570.0,
1.0,1,EAST TENNESSEE CHILDRENS HOSP-,440188,TN,7,37916.0,
1.0,1,TENNOVA HEALTHCARE-REGIONAL JACKSON,440189,TN,0,38305.0,
1.0,1,RIVERCHASE HOSPITAL,440191,TN,1,37415.0,
1.0,1,SAINT THOMAS HIGHLANDS HOSPITAL,440192,TN,0,38583.0,
1.0,1,TENNOVA HEALTHCARE-LEBANON,440193,TN,0,37087.0,
1.0,1,TRISTAR HENDERSONVILLE MEDICAL CENTER,440194,TN,0,37075.0,
1.0,1,(CLOSED) TROUSDALE MEDICAL CENTER,440196,TN,1,37074.0,
1.0,1,TRISTAR SOUTHERN HILLS MEDICAL CENTER,440197,TN,0,37211.0,
1.0,1,SAINT THOMAS STONES RIVER HOSPITAL,440200,TN,0,37190.0,
1.0,1,B'NAI B'RITH HOME & HOSP FOR THE AGED,440202,TN,1,38104.0,
1.0,1,(CLOSED) MEDICAL CENTER OF MANCHESTER,440203,TN,7,37355.0,
1.0,1,NASHVILLE METRO BORDEUX HOSPITAL,440204,TN,4,37218.0,
1.0,1,(CLOSED) COLUMBIA CHEATHAM MEDICAL CENTER,440205,TN,4,37015.0,
1.0,1,(CLOSED) JOHNSON COUNTY HOSPITAL INC,440206,TN,1,37683.0,
1.0,1,BAPTIST MEMORIAL RESTORATIVE CARE HOSP,440208,TN,7,38146.0,
1.0,1,AMERICAN TRANSITIONAL HOSP MIDDLE TN,440209,TN,7,37203.0,
1.0,1,(CLOSED) WOMEN'S EAST PAVILION,440210,TN,1,37421.0,
1.0,1,METHODIST ALLIANCE EXTENDED CARE HOSP,440212,TN,7,38104.0,
1.0,1,SELECT SPECIALTY HOSPITAL MEMPHIS,440213,TN,7,38119.0,
1.0,1,INTENSIVA HOSPITAL OF KNOXVILLE,440214,TN,7,37917.0,
1.0,1,SELECT SPECIALTY HOSPITAL-KNOXVILLE,440215,TN,7,37916.0,
1.0,1,(CLOSED) JACKSON COUNTY HOSPITAL,440216,TN,1,38562.0,
1.0,1,(CLOSED) BAPTIST MEMORIAL HOSPITAL-COLLIERVILLE,440217,TN,1,38017.0,
1.0,1,SAINT THOMAS HOSPITAL FOR SPECIALTY SURGERY,440218,TN,0,37203.0,
1.0,1,(CLOSED) TROUSDALE MEDICAL CENTER,440219,TN,7,37074.0,
1.0,1,(CLOSED) SELECT SPECIALTY HOSPITAL-TRICITIES,440220,TN,7,37620.0,
1.0,1,(CLOSED) JOHNSON COUNTY HEALTH CENTER,440221,TN,7,37683.0,
1.0,1,BAPTIST MEMORIAL HOSPITAL FOR WOMEN,440222,TN,1,38120.0,
1.0,1,BAPTIST WOMENS TREATMENT CTR MURFREESBORO,440223,TN,1,37130.0,
1.0,1,BAPTIST WOMEN'S TREATMENT CENTER,440224,TN,1,37236.0,
1.0,1,BAPTIST HOSPITAL FOR WOMEN,440225,TN,1,37934.0,
1.0,1,BAPTIST HOSPITAL WEST,440226,TN,1,37934.0,
1.0,1,TRISTAR STONECREST MEDICAL CENTER,440227,TN,0,37167.0,
1.0,1,SAINT FRANCIS BARTLETT MEDICAL CENTER,440228,TN,0,38133.0,
1.0,1,(CLOSED) BEHAVIORAL HEALTHCARE CENTER AT CLARK,440229,TN,0,37040.0,
1.0,1,BEHAVIORAL HEALTHCARE CENTER AT COLUMBIA,440230,TN,1,38401.0,
1.0,1,TRUSTPOINT HOSPITAL,440231,TN,0,37129.0,
1.0,1,HOUSTON COUNTY COMMUNITY HOSPITAL,440232,TN,0,37061.0,
1.0,1,PIONEER COMMUNITY HOSPITAL OF SCOTT,440233,TN,7,37841.0,
1.0,1,REGIONAL ONE HEALTH EXTENDED CARE HOSPITAL,440234,TN,1,38103.0,
1.0,1,PROVIDENCE MEMORIAL HOSPITAL,450002,TX,0,79902.0,
1.0,1,LINDEN MUNICIPAL HOSPITAL,450004,TX,1,75563.0,
1.0,1,MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL,450005,TX,1,77630.0,
1.0,1,PETERSON REGIONAL MEDICAL CENTER,450007,TX,0,78028.0,
1.0,1,CHILDREN'S HOSPITAL -SCOTT & WHITE HEALTHCARE,450008,TX,0,76502.0,
1.0,1,UNITED REGIONAL HEALTH CARE SYSTEM,450010,TX,0,76301.0,
1.0,1,ST JOSEPH REGIONAL HEALTH CENTER,450011,TX,0,77802.0,
1.0,1,LANDMARK MEDICAL CENTER,450013,TX,5,79902.0,
1.0,1,MEMORIAL MEDICAL CENTER,450014,TX,1,77979.0,
1.0,1,PARKLAND HEALTH AND HOSPITAL SYSTEM,450015,TX,0,75235.0,
1.0,1,MCALLEN MEDICAL CENTER,450016,TX,1,78503.0,
1.0,1,UNIVERSITY OF TEXAS MEDICAL BRANCH,450018,TX,0,77555.0,
1.0,1,SOUTHWESTERN GENERAL HOSPITAL,450019,TX,5,79902.0,
1.0,1,JOHNS COMMUNITY HOSPITAL,450020,TX,7,76574.0,
1.0,1,BAYLOR UNIVERSITY MEDICAL CENTER,450021,TX,0,75246.0,
1.0,1,MEMORIAL HOSPITAL,450022,TX,5,79745.0,
1.0,1,CITIZENS MEDICAL CENTER,450023,TX,0,77901.0,
1.0,1,UNIVERSITY MEDICAL CENTER OF EL PASO,450024,TX,0,79905.0,
1.0,1,BETHANIA REGIONAL HEALTH CARE CENTER,450025,TX,1,76301.0,
1.0,1,GULF COAST HOSPITAL,450027,TX,1,77521.0,
1.0,1,"VHS BROWNSVILLE HOSPITAL COMPANY, LLC",450028,TX,0,78520.0,
1.0,1,LAREDO MEDICAL CENTER,450029,TX,0,78044.0,
1.0,1,"MEDICAL CENTER OF MESQUITE,THE",450031,TX,1,75149.0,
1.0,1,GOOD SHEPHERD MEDICAL CENTER MARSHALL,450032,TX,0,75670.0,
1.0,1,VHS HARLINGEN HOSPITAL COMPANY LLC,450033,TX,0,78550.0,
1.0,1,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,450034,TX,0,77702.0,
1.0,1,ST JOSEPH MEDICAL CENTER,450035,TX,0,77002.0,
1.0,1,GOOD SHEPHERD MEDICAL CENTER,450037,TX,0,75601.0,
1.0,1,JPS HEALTH NETWORK,450039,TX,0,76104.0,
1.0,1,COVENANT MEDICAL CENTER,450040,TX,0,79410.0,
1.0,1,CLC ROLLINS BROOK HOSPITAL INC,450041,TX,1,76550.0,
1.0,1,PROVIDENCE HEALTH CENTER,450042,TX,0,76712.0,
1.0,1,ST JOSEPH HOSPITAL,450043,TX,1,76104.0,
1.0,1,UT SOUTHWESTERN UNIVERSITY HOSPITAL,450044,TX,0,75390.0,
1.0,1,KING WILLIAM HEALTH CARE CENTER,450045,TX,1,78204.0,
1.0,1,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,450046,TX,0,78404.0,
1.0,1,DOLLY VINSANT MEMORIAL HOSPITAL,450047,TX,6,78586.0,
1.0,1,ST EDWARD HOSPITAL,450048,TX,1,76520.0,
1.0,1,WARD MEMORIAL HOSPITAL,450050,TX,7,79756.0,
1.0,1,METHODIST DALLAS MEDICAL CENTER,450051,TX,0,75203.0,
1.0,1,GOODALL WITCHER HOSPITAL,450052,TX,7,76634.0,
1.0,1,LAVACA MEDICAL CENTER,450053,TX,7,77964.0,
1.0,1,SCOTT & WHITE MEDICAL CENTER - TEMPLE,450054,TX,0,76508.0,
1.0,1,ROLLING PLAINS MEMORIAL HOSPITAL,450055,TX,0,79556.0,
1.0,1,SETON MEDICAL CENTER AUSTIN,450056,TX,0,78705.0,
1.0,1,WEST TEXAS HOSPITAL,450057,TX,1,79401.0,
1.0,1,BAPTIST MEDICAL CENTER,450058,TX,0,78205.0,
1.0,1,CHRISTUS SANTA ROSA HOSPITAL NEW BRAUNFELS,450059,TX,1,78130.0,
1.0,1,WESTBURY HOSPITAL,450060,TX,1,77035.0,
1.0,1,PARMER COUNTY COMMUNITY HOSPITAL INC,450063,TX,1,79035.0,
1.0,1,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,450064,TX,0,76012.0,
1.0,1,SWEENY COMMUNITY HOSPITAL,450065,TX,1,77480.0,
1.0,1,GASTON EPISCOPAL HOSPITAL,450066,TX,1,75246.0,
1.0,1,MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,TX,0,77030.0,
1.0,1,CONTINENTAL HOSPITAL BOULEVARD,450069,TX,1,76107.0,
1.0,1,GILMER MEDICAL CENTER,450070,TX,3,75644.0,
1.0,1,BRAZOSPORT REGIONAL HEALTH SYSTEM,450072,TX,0,77566.0,
1.0,1,COGDELL MEMORIAL HOSPITAL,450073,TX,7,79549.0,
1.0,1,SOUTHSIDE HEALTH CENTER,450074,TX,7,78411.0,
1.0,1,"UNIVERSITY OF TEXAS M D ANDERSON CANCER CENTER,THE",450076,TX,0,77030.0,
1.0,1,WINTER GARDEN MED CENTER HOSPITAL,450077,TX,1,78017.0,
1.0,1,ANSON GENERAL HOSPITAL,450078,TX,0,79501.0,
1.0,1,BAYLOR MEDICAL CENTER AT IRVING,450079,TX,0,75061.0,
1.0,1,TITUS REGIONAL MEDICAL CENTER,450080,TX,0,75455.0,
1.0,1,YOAKUM COMMUNITY HOSPITAL,450081,TX,1,77995.0,
1.0,1,CHRISTUS SPOHN HOSPITAL BEEVILLE,450082,TX,0,78102.0,
1.0,1,EAST TEXAS MEDICAL CENTER,450083,TX,0,75701.0,
1.0,1,GOLDEN PLAINS COMMUNITY HOSPITAL,450084,TX,1,79007.0,
1.0,1,GRAHAM REGIONAL MEDICAL CENTER,450085,TX,0,76450.0,
1.0,1,NORTH HILLS HOSPITAL,450087,TX,0,76180.0,
1.0,1,NORTH TEXAS MEDICAL CENTER,450090,TX,0,76240.0,
1.0,1,FORT DUNCAN MEDICAL CENTER,450092,TX,0,78852.0,
1.0,1,COMFORT COMMUNITY HOSP,450093,TX,5,78013.0,
1.0,1,DALLAS SOUTHWEST MEDICAL CENTER,450094,TX,1,75224.0,
1.0,1,DALLAS MEDICAL AND SURGICAL HOSPITAL,450095,TX,1,75204.0,
1.0,1,CHRISTUS ST MARY HOSPITAL,450096,TX,1,77642.0,
1.0,1,BAYSHORE MEDICAL CENTER,450097,TX,0,77504.0,
1.0,1,EAST TEXAS MEDICAL CENTER PITTSBURG,450098,TX,7,75686.0,
1.0,1,PAMPA REGIONAL MEDICAL CENTER,450099,TX,0,79065.0,
1.0,1,HILLCREST BAPTIST MEDICAL CENTER,450101,TX,0,76712.0,
1.0,1,MOTHER FRANCES HOSPITAL,450102,TX,0,75701.0,
1.0,1,GUADALUPE REGIONAL MEDICAL CENTER,450104,TX,0,78155.0,
1.0,1,LAS PALMAS MEDICAL CENTER,450107,TX,0,79902.0,
1.0,1,CONNALLY MEMORIAL MEDICAL CENTER,450108,TX,0,78114.0,
1.0,1,MUENSTER MEMORIAL HOSPITAL,450109,TX,1,76252.0,
1.0,1,SOUTH PARK HOSPITAL & MEDICAL CENTER,450110,TX,1,79413.0,
1.0,1,MEMORIAL HOSPITAL PADADENA,450111,TX,1,77502.0,
1.0,1,MCCUISTION REGIONAL MEDICAL CENTER,450112,TX,1,75460.0,
1.0,1,PALESTINE REG MED CTR,450113,TX,4,75801.0,
1.0,1,MEDICAL CENTER-GLADEWATER,450115,TX,2,75647.0,
1.0,1,SETON HOLY CROSS,450116,TX,1,78702.0,
1.0,1,COLUMBIA DOCTORS REGIONAL MED CENTER,450118,TX,3,78411.0,
1.0,1,SOUTH TEXAS HEALTH SYSTEM,450119,TX,0,78539.0,
1.0,1,OSTEOPATHIC MEDICAL CENTER OF TEXAS,450121,TX,1,76107.0,
1.0,1,MILAM REGIONAL MEDICAL CENTER,450122,TX,1,76520.0,
1.0,1,RENAISSANCE HOSPITAL GROVES,450123,TX,3,77619.0,
1.0,1,UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,450124,TX,0,78701.0,
1.0,1,EAST HOUSTON REGIONAL MEDICAL CENTER,450126,TX,1,77015.0,
1.0,1,LEE MEMORIAL HOSPITAL,450127,TX,1,78942.0,
1.0,1,KNAPP MEDICAL CENTER,450128,TX,0,78596.0,
1.0,1,MERCY HOSP,450129,TX,1,79364.0,
1.0,1,NIX HEALTH CARE SYSTEM,450130,TX,0,78205.0,
1.0,1,NORTHWEST REGIONAL HOSPITAL,450131,TX,1,78469.0,
1.0,1,MEDICAL CENTER HOSPITAL,450132,TX,0,79761.0,
1.0,1,MIDLAND MEMORIAL HOSPITAL,450133,TX,0,79701.0,
1.0,1,OAKWOOD FAMILY HOSPITAL,450134,TX,1,79413.0,
1.0,1,TEXAS HEALTH HARRIS METHODIST FORT WORTH,450135,TX,0,76104.0,
1.0,1,SHILOH PARK HOSPITAL,450136,TX,1,75041.0,
1.0,1,BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,450137,TX,0,76104.0,
1.0,1,CRANE MEMORIAL HOSPITAL,450140,TX,1,79731.0,
1.0,1,HICO HOSPITAL,450141,TX,1,76457.0,
1.0,1,COLUMBIA HEB HOSPIAL,450142,TX,4,76021.0,
1.0,1,SETON SMITHVILLE REGIONAL HOSPITAL,450143,TX,0,78957.0,
1.0,1,PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,450144,TX,0,79714.0,
1.0,1,REFUGIO COUNTY MEMORIAL HOSP DISTRICT,450145,TX,1,78377.0,
1.0,1,HANSFORD HOSPITAL,450146,TX,1,79081.0,
1.0,1,DETAR HOSPITAL NAVARRO,450147,TX,0,77902.0,
1.0,1,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,450148,TX,0,76033.0,
1.0,1,DALLAS/FORT WORTH MEDICAL CENTER,450149,TX,1,75051.0,
1.0,1,BIG BEND REGIONAL MEDICAL CENTER,450150,TX,1,79830.0,
1.0,1,FAYETTE MEMORIAL HOSPITAL,450151,TX,1,78945.0,
1.0,1,METROPLEX HOSPITAL,450152,TX,0,76542.0,
1.0,1,CHRISTUS SPOHN HOSPITAL SHORELINE,450153,TX,1,78404.0,
1.0,1,VAL VERDE REGIONAL MEDICAL CENTER,450154,TX,0,78840.0,
1.0,1,HEREFORD REGIONAL MEDICAL CENTER,450155,TX,0,79045.0,
1.0,1,HAMILTON HOSPITAL,450157,TX,1,76374.0,
1.0,1,MEMORIAL HOSPITAL (451358),450160,TX,1,79360.0,
1.0,1,GRACE MEDICAL CENTER,450162,TX,0,79412.0,
1.0,1,CHRISTUS SPOHN HOSPITAL KLEBERG,450163,TX,0,78363.0,
1.0,1,BAYSIDE COMMUNITY HOSPITAL,450164,TX,7,77514.0,
1.0,1,SOUTH TEXAS REGIONAL MEDICAL CENTER,450165,TX,0,78026.0,
1.0,1,LILLIAN M HUDSPETH MEMORIAL HOSPITAL,450166,TX,7,76950.0,
1.0,1,SHACKELFORD COUNTY HOSPITAL DISTRICT,450169,TX,1,76430.0,
1.0,1,NORTH RUNNELS HOSPITAL,450170,TX,1,79567.0,
1.0,1,CONTINENTAL HOSPITAL NORTH,450174,TX,1,76106.0,
1.0,1,COLONIAL HOSPITAL INC,450175,TX,1,75160.0,
1.0,1,MISSION REGIONAL MEDICAL CENTER,450176,TX,0,78572.0,
1.0,1,UVALDE MEMORIAL HOSPITAL,450177,TX,7,78801.0,
1.0,1,PECOS COUNTY MEMORIAL HOSPITAL,450178,TX,0,79735.0,
1.0,1,VALLEY COMMUNITY HOSPITAL,450179,TX,1,79915.0,
1.0,1,YOAKUM COUNTY HOSPITAL,450181,TX,1,79323.0,
1.0,1,SOUTH PLAINS HOSPITAL CLINIC INC,450182,TX,1,79312.0,
1.0,1,CORPUS CHRISTI OSTEOPATHIC HOSPITAL,450183,TX,1,78415.0,
1.0,1,MEMORIAL HERMANN HOSPITAL SYSTEM,450184,TX,0,77008.0,
1.0,1,COLLINGSWORTH GENERAL HOSPITAL,450185,TX,1,79095.0,
1.0,1,SCOTT & WHITE HOSPITAL BRENHAM,450187,TX,0,77833.0,
1.0,1,ETMC CLARKSVILLE,450188,TX,1,75426.0,
1.0,1,ST MARYS HOSPITAL,450190,TX,1,77550.0,
1.0,1,ST DAVIDS GEORGETOWN HOSPITAL,450191,TX,1,78626.0,
1.0,1,HILL REGIONAL HOSPITAL,450192,TX,0,76645.0,
1.0,1,CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME,450193,TX,0,77030.0,
1.0,1,EAST TEXAS MEDICAL CENTER JACKSONVILLE,450194,TX,0,75766.0,
1.0,1,MAINLAND CENTER HOSPITAL,450195,TX,7,77592.0,
1.0,1,PARIS REGIONAL MEDICAL CENTER,450196,TX,0,75460.0,
1.0,1,PASADENA GENERAL HOSPITAL,450197,TX,1,77506.0,
1.0,1,WADLEY REGIONAL MEDICAL CENTER,450200,TX,0,75501.0,
1.0,1,REEVES COUNTY HOSPITAL DISTRICT,450201,TX,7,79772.0,
1.0,1,WEATHERFORD REGIONAL MEDICAL CENTER,450203,TX,0,76086.0,
1.0,1,MARY E DICKERSON MEMORIAL HOSPITAL,450206,TX,5,75951.0,
1.0,1,MESQUITE PHYSICIANS HOSPITAL,450207,TX,1,75149.0,
1.0,1,HALL BENNETT MEMORIAL HOSPITAL,450208,TX,1,79720.0,
1.0,1,NORTHWEST TEXAS HOSPITAL,450209,TX,0,79106.0,
1.0,1,ETMC CARTHAGE,450210,TX,0,75633.0,
1.0,1,MEMORIAL MEDICAL CENTER OF EAST TEXAS,450211,TX,0,75901.0,
1.0,1,UNIVERSITY HEALTH SYSTEM,450213,TX,0,78229.0,
1.0,1,GULF COAST MEDICAL CENTER,450214,TX,1,77488.0,
1.0,1,HALL COUNTY HOSPITAL,450217,TX,1,79245.0,
1.0,1,OVERALL-MORRIS MEMORIAL HOSPITAL,450218,TX,1,76834.0,
1.0,1,BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO,450219,TX,0,78643.0,
1.0,1,MEMORIAL HOSPITAL,450221,TX,7,79029.0,
1.0,1,CONROE REGIONAL MEDICAL CENTER,450222,TX,0,77304.0,
1.0,1,MOTHER FRANCES HOSPITAL- WINNSBORO,450224,TX,7,75494.0,
1.0,1,HENDRICK MEDICAL CENTER,450229,TX,0,79601.0,
1.0,1,ARCHER COUNTY HOSPITAL,450230,TX,1,76351.0,
1.0,1,BAPTIST ST ANTHONY'S HOSPITAL,450231,TX,0,79106.0,
1.0,1,BRIDGEPORT HOSPITAL,450233,TX,1,76026.0,
1.0,1,COMANCHE COUNTY MEDICAL CENTER,450234,TX,7,76442.0,
1.0,1,MEMORIAL HOSPITAL,450235,TX,0,78629.0,
1.0,1,CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS,450236,TX,0,75482.0,
1.0,1,CHRISTUS SANTA ROSA HOSPITAL,450237,TX,0,78207.0,
1.0,1,CORYELL MEMORIAL HEALTHCARE SYSTEM,450239,TX,7,76528.0,
1.0,1,FAITH COMMUNITY HOSPITAL,450241,TX,0,76458.0,
1.0,1,FOARD COUNTY HOSPITAL DISTRICT,450242,TX,1,79227.0,
1.0,1,HAMLIN MEMORIAL HOSPITAL,450243,TX,0,79520.0,
1.0,1,PALACIOUS COMMUNITY MEDICAL CENTER,450246,TX,1,77465.0,
1.0,1,ST ELIZABETH HOSPITAL OF HOUSTON,450248,TX,1,77020.0,
1.0,1,HARDEMAN COUNTY MEMORIAL HOSPITAL,450249,TX,1,79252.0,
1.0,1,THROCKMORTON COUNTY MEM HOSPITAL,450250,TX,1,76483.0,
1.0,1,BELLVILLE GENERAL HOSPITAL,450253,TX,0,77418.0,
1.0,1,BUNA MEDICAL CENTER HOSPITAL,450256,TX,1,77612.0,
1.0,1,PARKVIEW HOSPITAL,450258,TX,7,79096.0,
1.0,1,DOCTORS HOSPITAL EAST LOOP,450259,TX,1,77029.0,
1.0,1,WORTHAM HOSPITAL,450261,TX,5,76693.0,
1.0,1,TRINITY MEMORIAL HOSPITAL,450263,TX,5,75862.0,
1.0,1,SWISHER MEMORIAL HOSPITAL,450264,TX,1,79088.0,
1.0,1,EDWARDS CO MEM HOSP,450267,TX,5,78880.0,
1.0,1,SOUTHWEST DALLAS HOSPITAL,450268,TX,1,75208.0,
1.0,1,PLAINS MEMORIAL HOSPITAL,450269,TX,1,79027.0,
1.0,1,LAKE WHITNEY MEDICAL CENTER,450270,TX,1,76692.0,
1.0,1,WISE REGIONAL HEALTH SYSTEM,450271,TX,0,76234.0,
1.0,1,CENTRAL TEXAS MEDICAL CENTER,450272,TX,0,78666.0,
1.0,1,DAVID GRANBERRY MEMORIAL HOSPITAL,450275,TX,1,75568.0,
1.0,1,CLAY COUNTY MEMORIAL HOSPITAL,450276,TX,7,76365.0,
1.0,1,CHILLICOTHE HOSPITAL,450278,TX,1,79225.0,
1.0,1,BAYLOR SCOTT & WHITE MEDICAL CENTER GARLAND,450280,TX,0,75042.0,
1.0,1,BOHNE MEMORIAL HOSPITAL,450281,TX,1,77833.0,
1.0,1,WEST PLAINS MEDICAL CENTER INC,450282,TX,3,79347.0,
1.0,1,COZBY GERMANY HOSPITAL,450283,TX,3,75140.0,
1.0,1,MKT RAILROAD EMPLOYEES HOSP,450284,TX,1,75020.0,
1.0,1,GRIMES ST JOSEPH HEALTH CENTER,450286,TX,1,77868.0,
1.0,1,DELEON HOSPITAL,450288,TX,1,76444.0,
1.0,1,HARRIS HEALTH SYSTEM,450289,TX,0,77054.0,
1.0,1,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,450292,TX,0,75142.0,
1.0,1,FRIO REGIONAL HOSPITAL,450293,TX,0,78061.0,
1.0,1,CLEVELAND REGIONAL MEDICAL CTR,450296,TX,3,77327.0,
1.0,1,TWIN OAKS MEDICAL CENTER,450297,TX,1,76117.0,
1.0,1,COLLEGE STATION MEDICAL CENTER,450299,TX,0,77842.0,
1.0,1,YORKTOWN MEMORIAL HOSPITAL,450300,TX,1,78164.0,
1.0,1,CROSBYTON CLINIC HOSPITAL,450303,TX,1,79322.0,
1.0,1,STERLING COUNTY HOSPITAL,450305,TX,1,76951.0,
1.0,1,STAMFORD MEMORIAL HOSPITAL,450306,TX,0,79553.0,
1.0,1,MARTIN COUNTY HOSPITAL DISTRICT,450307,TX,1,79782.0,
1.0,1,MEDINA COMMUNITY HOSPITAL,450309,TX,7,78861.0,
1.0,1,OVERTON MEDICAL CENTER,450311,TX,1,75684.0,
1.0,1,MEDICAL ARTS HOSP OF HOUSTON INC,450312,TX,1,77002.0,
1.0,1,NEWARK METHODIST HOSP,450313,TX,1,79901.0,
1.0,1,VISTA HOSPITAL OF DALLAS,450315,TX,1,75042.0,
1.0,1,SAN SABA HOSPITAL,450317,TX,1,76877.0,
1.0,1,MERIDIAN HOSPITAL,450319,TX,5,76665.0,
1.0,1,ROSEWOOD MEDICAL CENTER,450320,TX,1,77063.0,
1.0,1,FISHER COUNTY HOSPITAL DISTRICT,450321,TX,1,79546.0,
1.0,1,PECOS COUNTY GENERAL HOSPITAL,450322,TX,1,79744.0,
1.0,1,TEXOMA MEDICAL CENTER,450324,TX,0,75020.0,
1.0,1,FAMILY HOSPITAL CENTER,450325,TX,1,79109.0,
1.0,1,SHAMROCK GENERAL HOSPITAL,450327,TX,1,79079.0,
1.0,1,SHELBY GENERAL HOSPITAL,450328,TX,1,75935.0,
1.0,1,OAKBEND MEDICAL CENTER,450330,TX,0,77469.0,
1.0,1,CHERRY LANE HOSP,450331,TX,3,76108.0,
1.0,1,HARRIS METHODIST DUBLIN,450332,TX,1,76446.0,
1.0,1,SUN BELT REGIONAL MED CENTER-EAST,450333,TX,1,77530.0,
1.0,1,BALLINGER MEMORIAL HOSPITAL INC,450334,TX,1,76821.0,
1.0,1,EAST TEXAS MEDICAL CENTER RUSK,450337,TX,1,75785.0,
1.0,1,KARNES CITY HOSPITAL INC,450338,TX,1,78118.0,
1.0,1,SAN ANGELO COMMUNITY MEDICAL CENTER,450340,TX,0,76904.0,
1.0,1,MEDICAL CENTER OF WINNIE INC,450341,TX,1,77665.0,
1.0,1,OMNI HOSPITAL & MEDICAL CENTER,450342,TX,1,77028.0,
1.0,1,HAMILTON GENERAL HOSPITAL,450343,TX,1,76531.0,
1.0,1,BAPTIST BEAUMONT HOSPITAL,450346,TX,0,77701.0,
1.0,1,HUNTSVILLE MEMORIAL HOSPITAL,450347,TX,0,77340.0,
1.0,1,FALLS COMMUNITY HOSPITAL AND CLINIC,450348,TX,0,76661.0,
1.0,1,BAYLOR MEDICAL CENTER AT ENNIS,450349,TX,1,75119.0,
1.0,1,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,450351,TX,0,76401.0,
1.0,1,HUNT REGIONAL MEDICAL CENTER,450352,TX,0,75401.0,
1.0,1,ALICE REGIONAL HOSPITAL,450353,TX,1,78332.0,
1.0,1,COON MEMORIAL HOSPITAL AND HOME,450355,TX,1,79022.0,
1.0,1,LOCKHART HOSPITAL,450357,TX,1,78644.0,
1.0,1,"METHODIST HOSPITAL,THE",450358,TX,0,77030.0,
1.0,1,NORTHPARK HOSPITAL,450359,TX,1,79904.0,
1.0,1,SETON HIGHLAND LAKES,450362,TX,7,78611.0,
1.0,1,DALLAS MEMORIAL HOSPITAL,450365,TX,1,75206.0,
1.0,1,SAM HOUSTON MEMORIAL HOSPITAL,450366,TX,1,77055.0,
1.0,1,CHILDRESS REGIONAL MEDICAL CENTER,450369,TX,0,79201.0,
1.0,1,COLUMBUS COMMUNITY HOSPITAL,450370,TX,0,78934.0,
1.0,1,DOCTORS MEMORIAL HOSPITAL,450371,TX,5,75701.0,
1.0,1,BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,450372,TX,0,75165.0,
1.0,1,EAST TEXAS MEDICAL CENTER MOUNT VERNON,450373,TX,1,75457.0,
1.0,1,COCHRAN MEMORIAL HOSPITAL,450374,TX,7,79346.0,
1.0,1,CONCHO VALLEY REGIONAL HOSPITAL,450376,TX,1,76905.0,
1.0,1,TWELVE OAKS MEDICAL CENTER,450378,TX,1,77074.0,
1.0,1,DALLAS MEDICAL CENTER,450379,TX,0,75234.0,
1.0,1,SETON EDGAR B DAVIS,450381,TX,7,78648.0,
1.0,1,MINEOLA GEN HOSPITAL INC,450382,TX,5,75773.0,
1.0,1,METHODIST HOSPITAL,450388,TX,0,78229.0,
1.0,1,EAST TEXAS MEDICAL CENTER ATHENS,450389,TX,0,75751.0,
1.0,1,"LAKEWOOD HOSPITAL,THE",450391,TX,1,75214.0,
1.0,1,COMMUNITY SPECIALTY HOSPITAL,450393,TX,4,75090.0,
1.0,1,WESTPARK MEDICAL CENTER,450394,TX,1,75069.0,
1.0,1,MEMORIAL MEDICAL CENTER LIVINGSTON,450395,TX,0,77351.0,
1.0,1,BROWNFIELD REGIONAL MEDICAL CENTER,450399,TX,0,79316.0,
1.0,1,PARKVIEW REGIONAL HOSPITAL,450400,TX,0,76667.0,
1.0,1,BRAZOS VALLEY HOSPITAL,450402,TX,1,77474.0,
1.0,1,MEDICAL CENTER OF MCKINNEY,450403,TX,0,75069.0,
1.0,1,TRI CITY REGIONAL HOSPITAL,450410,TX,1,77503.0,
1.0,1,EASTLAND MEMORIAL HOSPITAL,450411,TX,0,76448.0,
1.0,1,SHINER HOSPITAL INC,450415,TX,1,77984.0,
